goal,a,b,label,edge_type,source
make sure the party was a huge success,Set up the party decorations,Head home from the store,0,reversed,reversed_edge
learn to play the drums,Go to the music store.,Search the internet for lessons.,2,flexible,incomparable_pair
get a dog,decide which dog is best,play with some of the dogs,0,reversed,reversed_edge
donate to charity,Enter the amount to donate,Enter financial information,2,flexible,incomparable_pair
see a doctor,enter the hospital,drive to the hospital,0,reversed,reversed_edge
get more involved,make time to eat together,talk to the child's teachers,2,flexible,incomparable_pair
learn how to play the violin,Research violin teachers,buy a violin,2,flexible,incomparable_pair
buy some music equipment,Add to cart and buy,Read the specifications and reviews,0,reversed,reversed_edge
escape from prison,Steal a spoon from the cafeteria,Get the plans for the prison,2,flexible,incomparable_pair
drink only fresh milk,walk toward kitchen cabinet,open fridge and grab new milk,2,flexible,incomparable_pair
get a brand new TV,make final purchase decision,look at reviews for televisions,2,flexible,incomparable_pair
build a swing set in their backyard,round up tools to use,unpack all the parts,2,flexible,incomparable_pair
go back to school,Get list of school supplies needed,Buy books needed,2,flexible,incomparable_pair
bake some cookies,mix to make dough,Put ingredients in bowl,0,reversed,reversed_edge
compare songs for a qualification,Listen to second song,Load up the second song,0,reversed,reversed_edge
go rock climbing,Drive over to rock climbing gym,Sign up for climbing,1,confirmed,confirmed_edge
eat spicy sushi,order some spicy sushi,drive to sushi restaurant,0,reversed,reversed_edge
learn how to play the violin,practice every day for a couple of years,take more lessons,2,flexible,incomparable_pair
have a house party,Select music for the party,Clean the house,2,flexible,incomparable_pair
move into a new apartment,log onto the internet,google apartment listings,1,confirmed,confirmed_edge
have a nerf gun war,pass out the nerf guns and ammo,scatter in all directions,1,confirmed,confirmed_edge
go back in time,test the prototype,invent time travel,1,confirmed,confirmed_edge
buy a book,Take the book from the cashier,Take the change from the cashier,2,flexible,incomparable_pair
try fusion cuisine,Wait for the food to come,Order fusion cuisine,0,reversed,reversed_edge
attend gym today,Drive to the gym.,Find one that has compatible hours.,0,reversed,reversed_edge
learn to play the drums,Go to the music store.,Watch lessons online.,2,flexible,incomparable_pair
throw the best Halloween party,purchase assorted scary decorations,place bowls of candy out around the house,2,flexible,incomparable_pair
learn how to paint,browse painting supplies,drive to the crafts store,0,reversed,reversed_edge
get a suit for an upcoming wedding,Look at the different suites.,Pick out a few suites.,1,confirmed,confirmed_edge
go to the swap shop,pick out the best shop,check reviews for shops,0,reversed,reversed_edge
use social media,Go to app store,Download Facebook from store,1,confirmed,confirmed_edge
do research about dolphins,interview specialists about dolphins,click on links to articles about dolphins,2,flexible,incomparable_pair
know why religion was so controversial,read news articles about religion,read books on religion,2,flexible,incomparable_pair
go to the local water park,Search online for local water park,Put on swim suit,2,flexible,incomparable_pair
exchange a shirt for a better size,try on alternative sizes,find the customer service desk,1,confirmed,confirmed_edge
learn how to ride a bike,compare the different bikes,drive to the bike shop,0,reversed,reversed_edge
see the natural beauty of Maine,buy road map of Maine,drive toward Maine,1,confirmed,confirmed_edge
go to school today,get dressed and brush hair,take a shower,0,reversed,reversed_edge
audition for the school play,Practice reading lines with friends,Practice reading lines before bed,2,flexible,incomparable_pair
have a family dinner,Call family members,Purchase groceries for dinner,2,flexible,incomparable_pair
get a dog,play with some of the dogs,get driven to an animal shelter,0,reversed,reversed_edge
decided on a college soon,Search Internet for colleges.,Schedule a visit to colleges.,1,confirmed,confirmed_edge
get a six pack,get a personal trainer,setup weekly sessions,1,confirmed,confirmed_edge
have a pet frog,Get ready to go out,Find local pet stores,0,reversed,reversed_edge
learn how to speak Spanish,go to Duolingo,study Spanish lessons,1,confirmed,confirmed_edge
have a house party,Shop for  refreshments,Invite people to the party,2,flexible,incomparable_pair
run a marathon,Wait for race day,Sign up for a marathon race,0,reversed,reversed_edge
take up golfing,Search online for local golf courses.,Browse the equipment.,2,flexible,incomparable_pair
try a cup of espresso,enter the espresso shop,drive to the espresso shop,0,reversed,reversed_edge
purchase new living room furniture,look up IKEA's hours online,put on shoes,2,flexible,incomparable_pair
go fishing anymore,Find a body of water nearby,Buy fishing equipment,2,flexible,incomparable_pair
see a movie,buy movie tickets online,decide on a movie,0,reversed,reversed_edge
start a book club,Pick out a book to read each week.,Pick a time and a place to meet every week.,2,flexible,incomparable_pair
make chicken curry,find the spice aisle,pay for all the food,1,confirmed,confirmed_edge
learn to play tennis,drive to tennis court,pay for tennis racket and balls,0,reversed,reversed_edge
get out of town this past weekend,put gasoline in car,book a hotel,2,flexible,incomparable_pair
paint some plaster,Apply plaster to walls,Allow plaster to dry without touching.,1,confirmed,confirmed_edge
throw the best Halloween party,place a lighted jack-o-lantern on the porch,print out invitations on festive paper,2,flexible,incomparable_pair
buy new clothes for the winter,Go to nearest clothing store,Search the store for winter cloth,1,confirmed,confirmed_edge
go to a party that weekend,choose an outfit,pay for the outfit,1,confirmed,confirmed_edge
live a healthier lifestyle,purchase a selection of fruits,purchase a selection of vegetables,2,flexible,incomparable_pair
build a house,Gather up construction crew,Transport building materials to site,1,confirmed,confirmed_edge
have a house party,Invite people to the party,Clean the house,2,flexible,incomparable_pair
open a savings account,Get approved for an account,Fill out paperwork,0,reversed,reversed_edge
make chicken curry,get some fresh chicken,find the spice aisle,2,flexible,incomparable_pair
learn how to speak Spanish,practice Spanish online,study Spanish lessons,2,flexible,incomparable_pair
go to an aerospace museum,Find the museum's hours.,Pick out the closest one.,0,reversed,reversed_edge
go back to school,Organize school supplies and books,Buy books needed,0,reversed,reversed_edge
learn how to play every instrument,Watch the lessons for every instrument.,Drive to the music store.,1,confirmed,confirmed_edge
escape from prison,Dig a tunnel towards nearest place in the fence,Watch the guards to learn the schedule,2,flexible,incomparable_pair
get a cheeseburger,go to restaurant,put on clothes,0,reversed,reversed_edge
learn to cook,Receive book in the mail,Learn from the book,1,confirmed,confirmed_edge
rent a movie for the evening,decide on a movie to watch,drive to a red box,1,confirmed,confirmed_edge
learn to cook,Decide what one to purchase,Review cook books online,0,reversed,reversed_edge
learn to back flip,Practice doing back flips.,Set the item up when upon arrival.,0,reversed,reversed_edge
learn how to skateboard,watch tutorial videos,research how to skateboard online,0,reversed,reversed_edge
buy a bike for a long time,Decide on a bike to purchase,Research bikes online,0,reversed,reversed_edge
have any pets,Pay the employee,Take the pet home.,1,confirmed,confirmed_edge
go on a trip to Spain,pack the clothes,wait for the date,0,reversed,reversed_edge
buy new clothes for the winter,Purchase the cloth,Search the store for winter cloth,0,reversed,reversed_edge
do research about dolphins,click on links to articles about dolphins,swim with the dolphins,1,confirmed,confirmed_edge
sail the seven seas,look around for promising boat,drive to the marina,0,reversed,reversed_edge
participate in a chess tournament,find a spot to wait until turn,check in at the registration desk,0,reversed,reversed_edge
mow the lawn today,make sure mower has enough gas,check that all the parts are still working,2,flexible,incomparable_pair
make pasta with fresh mushrooms,go to the store,"buy mushrooms, pasta, and sauce",1,confirmed,confirmed_edge
get gifts for their children,go to the store for gifts,order whatever gifts aren't in the store,1,confirmed,confirmed_edge
do research about dolphins,interview specialists about dolphins,go to the local library,2,flexible,incomparable_pair
go to school today,turn off alarm,take a shower,1,confirmed,confirmed_edge
look good for a dance,Put on underwear,Put on makeup,2,flexible,incomparable_pair
go rock climbing,Sign up for climbing,Drive over to rock climbing gym,0,reversed,reversed_edge
win the lottery,ask to buy a lottery ticket from clerk,go to the store,0,reversed,reversed_edge
